cod_distr	nome_distr	ano	sexo	Idade	populacao
80006	Barra Funda	2000	Homens	00 a 04	359
80006	Barra Funda	2000	Homens	05 a 09	360
80006	Barra Funda	2000	Homens	10 a 14	390
80006	Barra Funda	2000	Homens	15 a 19	498
80006	Barra Funda	2000	Homens	20 a 24	624
80006	Barra Funda	2000	Homens	25 a 29	498
80006	Barra Funda	2000	Homens	30 a 34	447
80006	Barra Funda	2000	Homens	35 a 39	402
80006	Barra Funda	2000	Homens	40 a 44	425
80006	Barra Funda	2000	Homens	45 a 49	369
80006	Barra Funda	2000	Homens	50 a 54	315
80006	Barra Funda	2000	Homens	55 a 59	244
80006	Barra Funda	2000	Homens	60 a 64	224
80006	Barra Funda	2000	Homens	65 a 69	181
80006	Barra Funda	2000	Homens	70 a 74	174
80006	Barra Funda	2000	Homens	75 e +	225
80006	Barra Funda	2000	Mulheres	00 a 04	334
80006	Barra Funda	2000	Mulheres	05 a 09	330
80006	Barra Funda	2000	Mulheres	10 a 14	413
80006	Barra Funda	2000	Mulheres	15 a 19	509
80006	Barra Funda	2000	Mulheres	20 a 24	661
80006	Barra Funda	2000	Mulheres	25 a 29	666
80006	Barra Funda	2000	Mulheres	30 a 34	487
80006	Barra Funda	2000	Mulheres	35 a 39	530
80006	Barra Funda	2000	Mulheres	40 a 44	516
80006	Barra Funda	2000	Mulheres	45 a 49	452
80006	Barra Funda	2000	Mulheres	50 a 54	464
80006	Barra Funda	2000	Mulheres	55 a 59	367
80006	Barra Funda	2000	Mulheres	60 a 64	304
80006	Barra Funda	2000	Mulheres	65 a 69	296
80006	Barra Funda	2000	Mulheres	70 a 74	320
80006	Barra Funda	2000	Mulheres	75 e +	608
80006	Barra Funda	2005	Homens	00 a 04	354
80006	Barra Funda	2005	Homens	05 a 09	345
80006	Barra Funda	2005	Homens	10 a 14	358
80006	Barra Funda	2005	Homens	15 a 19	445
80006	Barra Funda	2005	Homens	20 a 24	577
80006	Barra Funda	2005	Homens	25 a 29	582
80006	Barra Funda	2005	Homens	30 a 34	541
80006	Barra Funda	2005	Homens	35 a 39	485
80006	Barra Funda	2005	Homens	40 a 44	435
80006	Barra Funda	2005	Homens	45 a 49	389
80006	Barra Funda	2005	Homens	50 a 54	364
80006	Barra Funda	2005	Homens	55 a 59	292
80006	Barra Funda	2005	Homens	60 a 64	253
80006	Barra Funda	2005	Homens	65 a 69	191
80006	Barra Funda	2005	Homens	70 a 74	169
80006	Barra Funda	2005	Homens	75 e +	254
80006	Barra Funda	2005	Mulheres	00 a 04	359
80006	Barra Funda	2005	Mulheres	05 a 09	345
80006	Barra Funda	2005	Mulheres	10 a 14	372
80006	Barra Funda	2005	Mulheres	15 a 19	422
80006	Barra Funda	2005	Mulheres	20 a 24	646
80006	Barra Funda	2005	Mulheres	25 a 29	717
80006	Barra Funda	2005	Mulheres	30 a 34	612
80006	Barra Funda	2005	Mulheres	35 a 39	584
80006	Barra Funda	2005	Mulheres	40 a 44	501
80006	Barra Funda	2005	Mulheres	45 a 49	492
80006	Barra Funda	2005	Mulheres	50 a 54	484
80006	Barra Funda	2005	Mulheres	55 a 59	403
80006	Barra Funda	2005	Mulheres	60 a 64	362
80006	Barra Funda	2005	Mulheres	65 a 69	296
