cod_distr	nome_distr	ano	sexo	Idade	populacao
80005	Artur Alvim	2000	Homens	00 a 04	4250
80005	Artur Alvim	2000	Homens	05 a 09	3986
80005	Artur Alvim	2000	Homens	10 a 14	4498
80005	Artur Alvim	2000	Homens	15 a 19	5191
80005	Artur Alvim	2000	Homens	20 a 24	5533
80005	Artur Alvim	2000	Homens	25 a 29	4887
80005	Artur Alvim	2000	Homens	30 a 34	4223
80005	Artur Alvim	2000	Homens	35 a 39	3848
80005	Artur Alvim	2000	Homens	40 a 44	3404
80005	Artur Alvim	2000	Homens	45 a 49	3189
80005	Artur Alvim	2000	Homens	50 a 54	2767
80005	Artur Alvim	2000	Homens	55 a 59	2164
80005	Artur Alvim	2000	Homens	60 a 64	1772
80005	Artur Alvim	2000	Homens	65 a 69	1261
80005	Artur Alvim	2000	Homens	70 a 74	896
80005	Artur Alvim	2000	Homens	75 e +	777
80005	Artur Alvim	2000	Mulheres	00 a 04	4123
80005	Artur Alvim	2000	Mulheres	05 a 09	3918
80005	Artur Alvim	2000	Mulheres	10 a 14	4425
80005	Artur Alvim	2000	Mulheres	15 a 19	5399
80005	Artur Alvim	2000	Mulheres	20 a 24	5851
80005	Artur Alvim	2000	Mulheres	25 a 29	5128
80005	Artur Alvim	2000	Mulheres	30 a 34	4476
80005	Artur Alvim	2000	Mulheres	35 a 39	4455
80005	Artur Alvim	2000	Mulheres	40 a 44	4154
80005	Artur Alvim	2000	Mulheres	45 a 49	4130
80005	Artur Alvim	2000	Mulheres	50 a 54	3504
80005	Artur Alvim	2000	Mulheres	55 a 59	2649
80005	Artur Alvim	2000	Mulheres	60 a 64	2204
80005	Artur Alvim	2000	Mulheres	65 a 69	1697
80005	Artur Alvim	2000	Mulheres	70 a 74	1256
80005	Artur Alvim	2000	Mulheres	75 e +	1279
80005	Artur Alvim	2005	Homens	00 a 04	3674
80005	Artur Alvim	2005	Homens	05 a 09	3655
80005	Artur Alvim	2005	Homens	10 a 14	4202
80005	Artur Alvim	2005	Homens	15 a 19	4461
80005	Artur Alvim	2005	Homens	20 a 24	4937
80005	Artur Alvim	2005	Homens	25 a 29	4898
80005	Artur Alvim	2005	Homens	30 a 34	4423
80005	Artur Alvim	2005	Homens	35 a 39	3924
80005	Artur Alvim	2005	Homens	40 a 44	3399
80005	Artur Alvim	2005	Homens	45 a 49	3233
80005	Artur Alvim	2005	Homens	50 a 54	2801
80005	Artur Alvim	2005	Homens	55 a 59	2316
80005	Artur Alvim	2005	Homens	60 a 64	1863
80005	Artur Alvim	2005	Homens	65 a 69	1378
80005	Artur Alvim	2005	Homens	70 a 74	994
80005	Artur Alvim	2005	Homens	75 e +	1038
80005	Artur Alvim	2005	Mulheres	00 a 04	3590
80005	Artur Alvim	2005	Mulheres	05 a 09	3567
80005	Artur Alvim	2005	Mulheres	10 a 14	4114
80005	Artur Alvim	2005	Mulheres	15 a 19	4534
80005	Artur Alvim	2005	Mulheres	20 a 24	5223
80005	Artur Alvim	2005	Mulheres	25 a 29	5162
80005	Artur Alvim	2005	Mulheres	30 a 34	4750
80005	Artur Alvim	2005	Mulheres	35 a 39	4477
80005	Artur Alvim	2005	Mulheres	40 a 44	4065
80005	Artur Alvim	2005	Mulheres	45 a 49	3997
80005	Artur Alvim	2005	Mulheres	50 a 54	3602
80005	Artur Alvim	2005	Mulheres	55 a 59	2977
80005	Artur Alvim	2005	Mulheres	60 a 64	2499
80005	Artur Alvim	2005	Mulheres	65 a 69	1889
80005	Artur Alvim	2005	Mulheres	70 a 74	1456
80005	Artur Alvim	2005	Mulheres	75 e +	1769
80005	Artur Alvim	2010	Homens	00 a 04	3107
80005	Artur Alvim	2010	Homens	05 a 09	3283
80005	Artur Alvim	2010	Homens	10 a 14	3847
80005	Artur Alvim	2010	Homens	15 a 19	3753
80005	Artur Alvim	2010	Homens	20 a 24	4315
80005	Artur Alvim	2010	Homens	25 a 29	4811
80005	Artur Alvim	2010	Homens	30 a 34	4536
80005	Artur Alvim	2010	Homens	35 a 39	3915
80005	Artur Alvim	2010	Homens	40 a 44	3325
80005	Artur Alvim	2010	Homens	45 a 49	3212
80005	Artur Alvim	2010	Homens	50 a 54	2774
80005	Artur Alvim	2010	Homens	55 a 59	2429
80005	Artur Alvim	2010	Homens	60 a 64	1920
80005	Artur Alvim	2010	Homens	65 a 69	1477
80005	Artur Alvim	2010	Homens	70 a 74	1081
80005	Artur Alvim	2010	Homens	75 e +	1356
80005	Artur Alvim	2010	Mulheres	00 a 04	3061
80005	Artur Alvim	2010	Mulheres	05 a 09	3180
80005	Artur Alvim	2010	Mulheres	10 a 14	3745
80005	Artur Alvim	2010	Mulheres	15 a 19	3728
80005	Artur Alvim	2010	Mulheres	20 a 24	4568
80005	Artur Alvim	2010	Mulheres	25 a 29	5087
80005	Artur Alvim	2010	Mulheres	30 a 34	4936
80005	Artur Alvim	2010	Mulheres	35 a 39	4401
80005	Artur Alvim	2010	Mulheres	40 a 44	3895
80005	Artur Alvim	2010	Mulheres	45 a 49	3788
80005	Artur Alvim	2010	Mulheres	50 a 54	3624
80005	Artur Alvim	2010	Mulheres	55 a 59	3277
80005	Artur Alvim	2010	Mulheres	60 a 64	2775
80005	Artur Alvim	2010	Mulheres	65 a 69	2056
80005	Artur Alvim	2010	Mulheres	70 a 74	1655
80005	Artur Alvim	2010	Mulheres	75 e +	2400
80005	Artur Alvim	2015	Homens	00 a 04	3265
80005	Artur Alvim	2015	Homens	05 a 09	2916
80005	Artur Alvim	2015	Homens	10 a 14	3095
80005	Artur Alvim	2015	Homens	15 a 19	3707
80005	Artur Alvim	2015	Homens	20 a 24	3688
80005	Artur Alvim	2015	Homens	25 a 29	4153
80005	Artur Alvim	2015	Homens	30 a 34	4513
80005	Artur Alvim	2015	Homens	35 a 39	4212
80005	Artur Alvim	2015	Homens	40 a 44	3610
80005	Artur Alvim	2015	Homens	45 a 49	3042
80005	Artur Alvim	2015	Homens	50 a 54	2919
80005	Artur Alvim	2015	Homens	55 a 59	2478
80005	Artur Alvim	2015	Homens	60 a 64	2123
80005	Artur Alvim	2015	Homens	65 a 69	1619
80005	Artur Alvim	2015	Homens	70 a 74	1182
80005	Artur Alvim	2015	Homens	75 e +	1440
80005	Artur Alvim	2015	Mulheres	00 a 04	3117
80005	Artur Alvim	2015	Mulheres	05 a 09	2880
80005	Artur Alvim	2015	Mulheres	10 a 14	3001
80005	Artur Alvim	2015	Mulheres	15 a 19	3620
80005	Artur Alvim	2015	Mulheres	20 a 24	3681
80005	Artur Alvim	2015	Mulheres	25 a 29	4427
80005	Artur Alvim	2015	Mulheres	30 a 34	4810
80005	Artur Alvim	2015	Mulheres	35 a 39	4626
80005	Artur Alvim	2015	Mulheres	40 a 44	4101
80005	Artur Alvim	2015	Mulheres	45 a 49	3615
80005	Artur Alvim	2015	Mulheres	50 a 54	3508
80005	Artur Alvim	2015	Mulheres	55 a 59	3333
80005	Artur Alvim	2015	Mulheres	60 a 64	2981
80005	Artur Alvim	2015	Mulheres	65 a 69	2479
80005	Artur Alvim	2015	Mulheres	70 a 74	1777
80005	Artur Alvim	2015	Mulheres	75 e +	2657
80005	Artur Alvim	2020	Homens	00 a 04	2943
80005	Artur Alvim	2020	Homens	05 a 09	3118
80005	Artur Alvim	2020	Homens	10 a 14	2777
80005	Artur Alvim	2020	Homens	15 a 19	3008
80005	Artur Alvim	2020	Homens	20 a 24	3693
80005	Artur Alvim	2020	Homens	25 a 29	3602
80005	Artur Alvim	2020	Homens	30 a 34	3947
80005	Artur Alvim	2020	Homens	35 a 39	4255
80005	Artur Alvim	2020	Homens	40 a 44	3951
80005	Artur Alvim	2020	Homens	45 a 49	3364
80005	Artur Alvim	2020	Homens	50 a 54	2807
80005	Artur Alvim	2020	Homens	55 a 59	2661
80005	Artur Alvim	2020	Homens	60 a 64	2207
80005	Artur Alvim	2020	Homens	65 a 69	1832
80005	Artur Alvim	2020	Homens	70 a 74	1324
80005	Artur Alvim	2020	Homens	75 e +	1599
80005	Artur Alvim	2020	Mulheres	00 a 04	2811
80005	Artur Alvim	2020	Mulheres	05 a 09	2980
80005	Artur Alvim	2020	Mulheres	10 a 14	2748
80005	Artur Alvim	2020	Mulheres	15 a 19	2922
80005	Artur Alvim	2020	Mulheres	20 a 24	3623
80005	Artur Alvim	2020	Mulheres	25 a 29	3611
80005	Artur Alvim	2020	Mulheres	30 a 34	4232
80005	Artur Alvim	2020	Mulheres	35 a 39	4573
80005	Artur Alvim	2020	Mulheres	40 a 44	4379
80005	Artur Alvim	2020	Mulheres	45 a 49	3869
80005	Artur Alvim	2020	Mulheres	50 a 54	3395
80005	Artur Alvim	2020	Mulheres	55 a 59	3276
80005	Artur Alvim	2020	Mulheres	60 a 64	3084
