cod_distr	nome_distr	ano	sexo	Idade	populacao
80004	Aricanduva	2000	Homens	00 a 04	3574
80004	Aricanduva	2000	Homens	05 a 09	3519
80004	Aricanduva	2000	Homens	10 a 14	3929
80004	Aricanduva	2000	Homens	15 a 19	4394
80004	Aricanduva	2000	Homens	20 a 24	4396
80004	Aricanduva	2000	Homens	25 a 29	4035
80004	Aricanduva	2000	Homens	30 a 34	3705
80004	Aricanduva	2000	Homens	35 a 39	3470
80004	Aricanduva	2000	Homens	40 a 44	3189
80004	Aricanduva	2000	Homens	45 a 49	2663
80004	Aricanduva	2000	Homens	50 a 54	2265
80004	Aricanduva	2000	Homens	55 a 59	1813
80004	Aricanduva	2000	Homens	60 a 64	1565
80004	Aricanduva	2000	Homens	65 a 69	1236
80004	Aricanduva	2000	Homens	70 a 74	829
80004	Aricanduva	2000	Homens	75 e +	753
80004	Aricanduva	2000	Mulheres	00 a 04	3623
80004	Aricanduva	2000	Mulheres	05 a 09	3415
80004	Aricanduva	2000	Mulheres	10 a 14	3910
80004	Aricanduva	2000	Mulheres	15 a 19	4493
80004	Aricanduva	2000	Mulheres	20 a 24	4673
80004	Aricanduva	2000	Mulheres	25 a 29	4167
80004	Aricanduva	2000	Mulheres	30 a 34	3885
80004	Aricanduva	2000	Mulheres	35 a 39	3905
80004	Aricanduva	2000	Mulheres	40 a 44	3499
80004	Aricanduva	2000	Mulheres	45 a 49	3154
80004	Aricanduva	2000	Mulheres	50 a 54	2772
80004	Aricanduva	2000	Mulheres	55 a 59	2133
80004	Aricanduva	2000	Mulheres	60 a 64	1985
80004	Aricanduva	2000	Mulheres	65 a 69	1494
80004	Aricanduva	2000	Mulheres	70 a 74	1105
80004	Aricanduva	2000	Mulheres	75 e +	1297
80004	Aricanduva	2005	Homens	00 a 04	3068
80004	Aricanduva	2005	Homens	05 a 09	3177
80004	Aricanduva	2005	Homens	10 a 14	3623
80004	Aricanduva	2005	Homens	15 a 19	3759
80004	Aricanduva	2005	Homens	20 a 24	4055
80004	Aricanduva	2005	Homens	25 a 29	3965
80004	Aricanduva	2005	Homens	30 a 34	3617
80004	Aricanduva	2005	Homens	35 a 39	3392
80004	Aricanduva	2005	Homens	40 a 44	3218
80004	Aricanduva	2005	Homens	45 a 49	2778
80004	Aricanduva	2005	Homens	50 a 54	2479
80004	Aricanduva	2005	Homens	55 a 59	1987
80004	Aricanduva	2005	Homens	60 a 64	1667
80004	Aricanduva	2005	Homens	65 a 69	1313
80004	Aricanduva	2005	Homens	70 a 74	956
80004	Aricanduva	2005	Homens	75 e +	1028
80004	Aricanduva	2005	Mulheres	00 a 04	3028
80004	Aricanduva	2005	Mulheres	05 a 09	3079
80004	Aricanduva	2005	Mulheres	10 a 14	3573
80004	Aricanduva	2005	Mulheres	15 a 19	3760
80004	Aricanduva	2005	Mulheres	20 a 24	4186
80004	Aricanduva	2005	Mulheres	25 a 29	4149
80004	Aricanduva	2005	Mulheres	30 a 34	3885
80004	Aricanduva	2005	Mulheres	35 a 39	3777
80004	Aricanduva	2005	Mulheres	40 a 44	3500
80004	Aricanduva	2005	Mulheres	45 a 49	3264
80004	Aricanduva	2005	Mulheres	50 a 54	2963
80004	Aricanduva	2005	Mulheres	55 a 59	2411
80004	Aricanduva	2005	Mulheres	60 a 64	2169
80004	Aricanduva	2005	Mulheres	65 a 69	1650
80004	Aricanduva	2005	Mulheres	70 a 74	1344
80004	Aricanduva	2005	Mulheres	75 e +	1725
80004	Aricanduva	2010	Homens	00 a 04	2585
80004	Aricanduva	2010	Homens	05 a 09	2817
80004	Aricanduva	2010	Homens	10 a 14	3282
80004	Aricanduva	2010	Homens	15 a 19	3159
80004	Aricanduva	2010	Homens	20 a 24	3674
80004	Aricanduva	2010	Homens	25 a 29	3826
80004	Aricanduva	2010	Homens	30 a 34	3469
80004	Aricanduva	2010	Homens	35 a 39	3257
80004	Aricanduva	2010	Homens	40 a 44	3188
80004	Aricanduva	2010	Homens	45 a 49	2847
80004	Aricanduva	2010	Homens	50 a 54	2664
80004	Aricanduva	2010	Homens	55 a 59	2137
80004	Aricanduva	2010	Homens	60 a 64	1743
80004	Aricanduva	2010	Homens	65 a 69	1371
80004	Aricanduva	2010	Homens	70 a 74	1083
80004	Aricanduva	2010	Homens	75 e +	1378
80004	Aricanduva	2010	Mulheres	00 a 04	2486
80004	Aricanduva	2010	Mulheres	05 a 09	2728
80004	Aricanduva	2010	Mulheres	10 a 14	3207
80004	Aricanduva	2010	Mulheres	15 a 19	3089
80004	Aricanduva	2010	Mulheres	20 a 24	3682
80004	Aricanduva	2010	Mulheres	25 a 29	4055
80004	Aricanduva	2010	Mulheres	30 a 34	3814
80004	Aricanduva	2010	Mulheres	35 a 39	3588
80004	Aricanduva	2010	Mulheres	40 a 44	3443
80004	Aricanduva	2010	Mulheres	45 a 49	3320
80004	Aricanduva	2010	Mulheres	50 a 54	3111
80004	Aricanduva	2010	Mulheres	55 a 59	2678
80004	Aricanduva	2010	Mulheres	60 a 64	2329
80004	Aricanduva	2010	Mulheres	65 a 69	1792
80004	Aricanduva	2010	Mulheres	70 a 74	1606
80004	Aricanduva	2010	Mulheres	75 e +	2256
80004	Aricanduva	2015	Homens	00 a 04	2747
80004	Aricanduva	2015	Homens	05 a 09	2431
80004	Aricanduva	2015	Homens	10 a 14	2663
80004	Aricanduva	2015	Homens	15 a 19	3169
80004	Aricanduva	2015	Homens	20 a 24	3112
80004	Aricanduva	2015	Homens	25 a 29	3551
80004	Aricanduva	2015	Homens	30 a 34	3601
80004	Aricanduva	2015	Homens	35 a 39	3228
80004	Aricanduva	2015	Homens	40 a 44	3012
80004	Aricanduva	2015	Homens	45 a 49	2941
80004	Aricanduva	2015	Homens	50 a 54	2598
80004	Aricanduva	2015	Homens	55 a 59	2403
80004	Aricanduva	2015	Homens	60 a 64	1881
80004	Aricanduva	2015	Homens	65 a 69	1483
80004	Aricanduva	2015	Homens	70 a 74	1110
80004	Aricanduva	2015	Homens	75 e +	1477
80004	Aricanduva	2015	Mulheres	00 a 04	2627
80004	Aricanduva	2015	Mulheres	05 a 09	2341
80004	Aricanduva	2015	Mulheres	10 a 14	2583
80004	Aricanduva	2015	Mulheres	15 a 19	3109
80004	Aricanduva	2015	Mulheres	20 a 24	3057
80004	Aricanduva	2015	Mulheres	25 a 29	3579
80004	Aricanduva	2015	Mulheres	30 a 34	3847
80004	Aricanduva	2015	Mulheres	35 a 39	3583
80004	Aricanduva	2015	Mulheres	40 a 44	3358
80004	Aricanduva	2015	Mulheres	45 a 49	3218
80004	Aricanduva	2015	Mulheres	50 a 54	3095
80004	Aricanduva	2015	Mulheres	55 a 59	2884
80004	Aricanduva	2015	Mulheres	60 a 64	2457
80004	Aricanduva	2015	Mulheres	65 a 69	2108
80004	Aricanduva	2015	Mulheres	70 a 74	1577
80004	Aricanduva	2015	Mulheres	75 e +	2610
80004	Aricanduva	2020	Homens	00 a 04	2489
80004	Aricanduva	2020	Homens	05 a 09	2631
80004	Aricanduva	2020	Homens	10 a 14	2322
80004	Aricanduva	2020	Homens	15 a 19	2598
80004	Aricanduva	2020	Homens	20 a 24	3173
80004	Aricanduva	2020	Homens	25 a 29	3057
80004	Aricanduva	2020	Homens	30 a 34	3392
80004	Aricanduva	2020	Homens	35 a 39	3409
80004	Aricanduva	2020	Homens	40 a 44	3037
80004	Aricanduva	2020	Homens	45 a 49	2824
80004	Aricanduva	2020	Homens	50 a 54	2739
80004	Aricanduva	2020	Homens	55 a 59	2381
80004	Aricanduva	2020	Homens	60 a 64	2163
80004	Aricanduva	2020	Homens	65 a 69	1635
80004	Aricanduva	2020	Homens	70 a 74	1231
80004	Aricanduva	2020	Homens	75 e +	1595
80004	Aricanduva	2020	Mulheres	00 a 04	2382
80004	Aricanduva	2020	Mulheres	05 a 09	2519
