cod_distr	nome_distr	ano	sexo	Idade	populacao
80007	Bela Vista	2000	Homens	00 a 04	1614
80007	Bela Vista	2000	Homens	05 a 09	1358
80007	Bela Vista	2000	Homens	10 a 14	1469
80007	Bela Vista	2000	Homens	15 a 19	1973
80007	Bela Vista	2000	Homens	20 a 24	3295
80007	Bela Vista	2000	Homens	25 a 29	3494
80007	Bela Vista	2000	Homens	30 a 34	2944
80007	Bela Vista	2000	Homens	35 a 39	2459
80007	Bela Vista	2000	Homens	40 a 44	2051
80007	Bela Vista	2000	Homens	45 a 49	1815
80007	Bela Vista	2000	Homens	50 a 54	1531
80007	Bela Vista	2000	Homens	55 a 59	1168
80007	Bela Vista	2000	Homens	60 a 64	885
80007	Bela Vista	2000	Homens	65 a 69	752
80007	Bela Vista	2000	Homens	70 a 74	709
80007	Bela Vista	2000	Homens	75 e +	902
80007	Bela Vista	2000	Mulheres	00 a 04	1502
80007	Bela Vista	2000	Mulheres	05 a 09	1358
80007	Bela Vista	2000	Mulheres	10 a 14	1528
80007	Bela Vista	2000	Mulheres	15 a 19	2259
80007	Bela Vista	2000	Mulheres	20 a 24	3466
80007	Bela Vista	2000	Mulheres	25 a 29	3613
80007	Bela Vista	2000	Mulheres	30 a 34	3068
80007	Bela Vista	2000	Mulheres	35 a 39	2742
80007	Bela Vista	2000	Mulheres	40 a 44	2751
80007	Bela Vista	2000	Mulheres	45 a 49	2506
80007	Bela Vista	2000	Mulheres	50 a 54	2226
80007	Bela Vista	2000	Mulheres	55 a 59	1607
80007	Bela Vista	2000	Mulheres	60 a 64	1450
80007	Bela Vista	2000	Mulheres	65 a 69	1356
80007	Bela Vista	2000	Mulheres	70 a 74	1298
80007	Bela Vista	2000	Mulheres	75 e +	2127
80007	Bela Vista	2005	Homens	00 a 04	1484
80007	Bela Vista	2005	Homens	05 a 09	1305
80007	Bela Vista	2005	Homens	10 a 14	1409
80007	Bela Vista	2005	Homens	15 a 19	1846
80007	Bela Vista	2005	Homens	20 a 24	3446
80007	Bela Vista	2005	Homens	25 a 29	4059
80007	Bela Vista	2005	Homens	30 a 34	3425
80007	Bela Vista	2005	Homens	35 a 39	2670
80007	Bela Vista	2005	Homens	40 a 44	2229
80007	Bela Vista	2005	Homens	45 a 49	1981
80007	Bela Vista	2005	Homens	50 a 54	1703
80007	Bela Vista	2005	Homens	55 a 59	1390
80007	Bela Vista	2005	Homens	60 a 64	1073
80007	Bela Vista	2005	Homens	65 a 69	841
80007	Bela Vista	2005	Homens	70 a 74	699
80007	Bela Vista	2005	Homens	75 e +	1024
80007	Bela Vista	2005	Mulheres	00 a 04	1433
80007	Bela Vista	2005	Mulheres	05 a 09	1273
80007	Bela Vista	2005	Mulheres	10 a 14	1418
80007	Bela Vista	2005	Mulheres	15 a 19	1990
80007	Bela Vista	2005	Mulheres	20 a 24	3447
80007	Bela Vista	2005	Mulheres	25 a 29	4084
80007	Bela Vista	2005	Mulheres	30 a 34	3415
80007	Bela Vista	2005	Mulheres	35 a 39	2808
80007	Bela Vista	2005	Mulheres	40 a 44	2621
80007	Bela Vista	2005	Mulheres	45 a 49	2464
80007	Bela Vista	2005	Mulheres	50 a 54	2353
80007	Bela Vista	2005	Mulheres	55 a 59	1931
80007	Bela Vista	2005	Mulheres	60 a 64	1693
80007	Bela Vista	2005	Mulheres	65 a 69	1371
80007	Bela Vista	2005	Mulheres	70 a 74	1247
80007	Bela Vista	2005	Mulheres	75 e +	2385
80007	Bela Vista	2010	Homens	00 a 04	1349
80007	Bela Vista	2010	Homens	05 a 09	1235
80007	Bela Vista	2010	Homens	10 a 14	1329
80007	Bela Vista	2010	Homens	15 a 19	1702
80007	Bela Vista	2010	Homens	20 a 24	3550
80007	Bela Vista	2010	Homens	25 a 29	4646
80007	Bela Vista	2010	Homens	30 a 34	3925
80007	Bela Vista	2010	Homens	35 a 39	2856
80007	Bela Vista	2010	Homens	40 a 44	2388
80007	Bela Vista	2010	Homens	45 a 49	2129
80007	Bela Vista	2010	Homens	50 a 54	1865
80007	Bela Vista	2010	Homens	55 a 59	1632
80007	Bela Vista	2010	Homens	60 a 64	1280
80007	Bela Vista	2010	Homens	65 a 69	929
80007	Bela Vista	2010	Homens	70 a 74	683
80007	Bela Vista	2010	Homens	75 e +	1146
80007	Bela Vista	2010	Mulheres	00 a 04	1346
80007	Bela Vista	2010	Mulheres	05 a 09	1175
80007	Bela Vista	2010	Mulheres	10 a 14	1295
80007	Bela Vista	2010	Mulheres	15 a 19	1727
80007	Bela Vista	2010	Mulheres	20 a 24	3380
80007	Bela Vista	2010	Mulheres	25 a 29	4549
80007	Bela Vista	2010	Mulheres	30 a 34	3742
80007	Bela Vista	2010	Mulheres	35 a 39	2831
80007	Bela Vista	2010	Mulheres	40 a 44	2460
80007	Bela Vista	2010	Mulheres	45 a 49	2390
80007	Bela Vista	2010	Mulheres	50 a 54	2449
80007	Bela Vista	2010	Mulheres	55 a 59	2286
80007	Bela Vista	2010	Mulheres	60 a 64	1948
80007	Bela Vista	2010	Mulheres	65 a 69	1371
80007	Bela Vista	2010	Mulheres	70 a 74	1181
80007	Bela Vista	2010	Mulheres	75 e +	2632
80007	Bela Vista	2015	Homens	00 a 04	2150
80007	Bela Vista	2015	Homens	05 a 09	1357
80007	Bela Vista	2015	Homens	10 a 14	1252
80007	Bela Vista	2015	Homens	15 a 19	1376
80007	Bela Vista	2015	Homens	20 a 24	1808
80007	Bela Vista	2015	Homens	25 a 29	3628
80007	Bela Vista	2015	Homens	30 a 34	4636
80007	Bela Vista	2015	Homens	35 a 39	3916
80007	Bela Vista	2015	Homens	40 a 44	2849
80007	Bela Vista	2015	Homens	45 a 49	2373
80007	Bela Vista	2015	Homens	50 a 54	2102
80007	Bela Vista	2015	Homens	55 a 59	1818
80007	Bela Vista	2015	Homens	60 a 64	1554
80007	Bela Vista	2015	Homens	65 a 69	1183
80007	Bela Vista	2015	Homens	70 a 74	822
80007	Bela Vista	2015	Homens	75 e +	1187
80007	Bela Vista	2015	Mulheres	00 a 04	2046
80007	Bela Vista	2015	Mulheres	05 a 09	1357
80007	Bela Vista	2015	Mulheres	10 a 14	1193
80007	Bela Vista	2015	Mulheres	15 a 19	1347
80007	Bela Vista	2015	Mulheres	20 a 24	1841
80007	Bela Vista	2015	Mulheres	25 a 29	3470
80007	Bela Vista	2015	Mulheres	30 a 34	4560
80007	Bela Vista	2015	Mulheres	35 a 39	3756
80007	Bela Vista	2015	Mulheres	40 a 44	2840
80007	Bela Vista	2015	Mulheres	45 a 49	2462
80007	Bela Vista	2015	Mulheres	50 a 54	2382
80007	Bela Vista	2015	Mulheres	55 a 59	2419
80007	Bela Vista	2015	Mulheres	60 a 64	2229
80007	Bela Vista	2015	Mulheres	65 a 69	1865
80007	Bela Vista	2015	Mulheres	70 a 74	1276
80007	Bela Vista	2015	Mulheres	75 e +	2626
80007	Bela Vista	2020	Homens	00 a 04	2001
80007	Bela Vista	2020	Homens	05 a 09	2157
80007	Bela Vista	2020	Homens	10 a 14	1370
80007	Bela Vista	2020	Homens	15 a 19	1292
80007	Bela Vista	2020	Homens	20 a 24	1442
80007	Bela Vista	2020	Homens	25 a 29	1844
80007	Bela Vista	2020	Homens	30 a 34	3606
80007	Bela Vista	2020	Homens	35 a 39	4615
80007	Bela Vista	2020	Homens	40 a 44	3896
80007	Bela Vista	2020	Homens	45 a 49	2826
80007	Bela Vista	2020	Homens	50 a 54	2341
80007	Bela Vista	2020	Homens	55 a 59	2046
80007	Bela Vista	2020	Homens	60 a 64	1733
80007	Bela Vista	2020	Homens	65 a 69	1442
80007	Bela Vista	2020	Homens	70 a 74	1051
80007	Bela Vista	2020	Homens	75 e +	1337
80007	Bela Vista	2020	Mulheres	00 a 04	1906
80007	Bela Vista	2020	Mulheres	05 a 09	2054
80007	Bela Vista	2020	Mulheres	10 a 14	1370
80007	Bela Vista	2020	Mulheres	15 a 19	1233
80007	Bela Vista	2020	Mulheres	20 a 24	1412
80007	Bela Vista	2020	Mulheres	25 a 29	1878
80007	Bela Vista	2020	Mulheres	30 a 34	3461
80007	Bela Vista	2020	Mulheres	35 a 39	4560
80007	Bela Vista	2020	Mulheres	40 a 44	3751
80007	Bela Vista	2020	Mulheres	45 a 49	2831
80007	Bela Vista	2020	Mulheres	50 a 54	2448
80007	Bela Vista	2020	Mulheres	55 a 59	2349
80007	Bela Vista	2020	Mulheres	60 a 64	2360
80007	Bela Vista	2020	Mulheres	65 a 69	2140
80007	Bela Vista	2020	Mulheres	70 a 74	1743
80007	Bela Vista	2020	Mulheres	75 e +	2740
80007	Bela Vista	2025	Homens	00 a 04	1600
80007	Bela Vista	2025	Homens	05 a 09	2004
80007	Bela Vista	2025	Homens	10 a 14	2169
80007	Bela Vista	2025	Homens	15 a 19	1408
80007	Bela Vista	2025	Homens	20 a 24	1347
80007	Bela Vista	2025	Homens	25 a 29	1461
80007	Bela Vista	2025	Homens	30 a 34	1828
80007	Bela Vista	2025	Homens	35 a 39	3589
80007	Bela Vista	2025	Homens	40 a 44	4584
80007	Bela Vista	2025	Homens	45 a 49	3860
80007	Bela Vista	2025	Homens	50 a 54	2784
80007	Bela Vista	2025	Homens	55 a 59	2281
80007	Bela Vista	2025	Homens	60 a 64	1956
80007	Bela Vista	2025	Homens	65 a 69	1614
80007	Bela Vista	2025	Homens	70 a 74	1291
80007	Bela Vista	2025	Homens	75 e +	1632
80007	Bela Vista	2025	Mulheres	00 a 04	1525
80007	Bela Vista	2025	Mulheres	05 a 09	1911
80007	Bela Vista	2025	Mulheres	10 a 14	2068
80007	Bela Vista	2025	Mulheres	15 a 19	1407
80007	Bela Vista	2025	Mulheres	20 a 24	1288
80007	Bela Vista	2025	Mulheres	25 a 29	1430
80007	Bela Vista	2025	Mulheres	30 a 34	1867
80007	Bela Vista	2025	Mulheres	35 a 39	3450
80007	Bela Vista	2025	Mulheres	40 a 44	4541
80007	Bela Vista	2025	Mulheres	45 a 49	3734
80007	Bela Vista	2025	Mulheres	50 a 54	2811
80007	Bela Vista	2025	Mulheres	55 a 59	2413
80007	Bela Vista	2025	Mulheres	60 a 64	2295
80007	Bela Vista	2025	Mulheres	65 a 69	2273
80007	Bela Vista	2025	Mulheres	70 a 74	2012
80007	Bela Vista	2025	Mulheres	75 e +	3251
